Lat,Lon
36.974167,-122.029722
37.366667,-79.391704
37.34945,-79.157075
37.354725,-79.283113
35.581775,-82.60141
40.725101,-111.939531
39.712606,-105.229868
39.608071,-105.332386
39.712606,-105.229868
33.825599,-118.328416
39.951255,-75.163103
32.954431,-97.015214
32.858943,-96.60296
33.306343,-96.385782
25.694059,-80.166798
42.821709,-86.146908
42.234495,-85.791411
42.022506,-88.168156
37.08552,-121.6098
39.86073,-75.704389
33.825599,-118.328416
34.001758,-118.394799
34.18536,-118.92648
34.164995,-118.403562
34.237131,-118.481042
38.787863,-77.187222
43.491978,-112.033059
37.774093,-122.41842
39.60804,-75.83567
40.902888,-73.777829
41.174335,-73.845908
44.5389,-72.92058
41.234521,-73.924343
41.396437,-73.456032
41.87598,-73.7724
38.75622,-120.5466
37.774093,-122.41842
33.871269,-118.371584
34.001758,-118.394799
34.001758,-118.394799
33.766667,-118.366667
34.717749,-86.482115
34.901198,-86.446794
40.786,-73.84407
32.215483,-110.970828
39.684577,-75.735242
39.684577,-75.735242
39.684577,-75.735242
32.215483,-110.970828
37.456184,-122.204497
37.353924,-122.085935
34.19292,-118.82262
47.62002,-122.204989
33.890737,-84.28763
34.203077,-84.074322
34.067631,-84.271155
38.452004,-78.762661
40.26594,-74.69586
40.0536,-75.66018
34.237131,-118.481042
34.190452,-118.325901
34.18536,-118.92648
34.210263,-118.570594
34.112736,-118.365832
39.338935,-77.777029
39.310263,-77.066828
29.770633,-95.414819
35.670641,-78.663729
32.966297,-96.303766
43.895622,-72.066824
43.517012,-72.278909
43.381168,-72.17724
33.055326,-117.263733
34.262932,-118.75053
34.280332,-118.889449
34.154498,-118.64317
39.608071,-105.332386
35.161545,-106.579538
35.161545,-106.579538
40.01281,-105.205353
33.756107,-118.30637
