Lat,Lon
41.265996,-96.010026
47.649774,-122.398314
32.858943,-96.60296
41.038894,-73.556427
41.378304,-81.918914
47.649774,-122.398314
26.855333,-80.083047
35.8761,-84.1703
35.963275,-84.298102
41.234521,-73.924343
41.174335,-73.845908
40.788165,-73.812193
41.224542,-73.57148
41.038894,-73.556427
41.64704,-87.62067
39.144286,-77.215257
41.370214,-81.855911
41.467062,-81.860125
27.982324,-82.223137
47.586461,-122.030567
47.624151,-122.048612
47.62002,-122.204989
47.561848,-121.901429
42.647505,-71.336201
42.477355,-71.446686
42.411936,-71.176546
35.130447,-118.447638
38.645844,-90.331287
41.142373,-73.360124
32.765788,-96.85689
39.684577,-75.735242
39.684577,-75.735242
39.684577,-75.735242
33.453421,-112.070376
33.453421,-112.070376
42.477355,-71.446686
42.344328,-71.122217
42.56736,-71.29122
33.893354,-117.931038
35.161545,-106.579538
34.001758,-118.394799
37.874619,-122.047244
40.63128,-74.885604
42.503868,-83.045668
39.608071,-105.332386
42.532103,-83.773187
39.089392,-76.852395
39.394325,-81.200298
39.324681,-81.500999
42.365885,-71.301028
44.840257,-92.894321
44.840257,-92.894321
40.663916,-73.860508
37.353924,-122.085935
37.416667,-122.166667
21.308944,-157.86115
38.645844,-90.331287
42.111505,-71.179831
41.970895,-71.3046
30.139877,-91.822998
39.002607,-77.093732
37.915859,-122.023678
32.980136,-117.082337
33.998974,-117.965163
30.267104,-97.744615
30.267104,-97.744615
42.65796,-83.18652
42.923761,-83.043136
35.218471,-80.811634
41.076957,-84.996923
40.25532,-80.006933
40.442411,-79.996664
33.940256,-117.397192
35.670641,-78.663729
37.920642,-122.302362
33.871269,-118.371584
37.353924,-122.085935
37.416667,-122.166667
37.37986,-122.208569
35.218471,-80.811634
47.586461,-122.030567
47.624151,-122.048612
47.561848,-121.901429
47.301949,-122.358826
47.561848,-121.901429
48.235211,-101.294711
33.871269,-118.371584
33.897921,-118.318018
41.087432,-81.515568
39.310263,-77.066828
34.237131,-118.481042
42.815656,-73.942324
38.953479,-94.549666
40.252079,-75.085955
40.261618,-75.027246
26.409609,-80.106315
34.001758,-118.394799
34.263508,-118.526054
40.376992,-74.615316
42.570577,-70.944262
30.524498,-86.474906
39.712421,-84.041488
34.237131,-118.481042
42.65796,-83.18652
42.518881,-83.163476
42.603554,-83.056445
42.923761,-83.043136
42.656319,-83.63633
34.222076,-118.446033
41.460941,-72.11346
40.442411,-79.996664
33.457507,-111.722491
35.130447,-118.447638
37.37986,-122.208569
44.080423,-93.503192
44.080423,-93.503192
28.116342,-80.582287
35.025287,-83.810433
34.740543,-86.629283
34.740543,-86.629283
34.740543,-86.629283
47.586461,-122.030567
47.561848,-121.901429
37.809816,-122.265531
39.144286,-77.215257
40.869083,-73.4093
40.869083,-73.4093
42.318527,-71.157052
36.73818,-100.5483
36.73818,-100.5483
36.73818,-100.5483
39.976602,-82.856827
42.803734,-104.337239
25.775355,-80.208792
42.570577,-70.944262
42.506346,-71.198244
42.541274,-71.262879
42.6536,-71.924255
33.717977,-118.050451
38.163,-85.5213
42.411936,-71.176546
42.411936,-71.176546
42.570577,-70.944262
43.052222,-77.815
43.189174,-77.807274
40.725101,-111.939531
42.477355,-71.446686
39.144286,-77.215257
42.688473,-82.809772
42.65796,-83.18652
40.818071,-74.36387
42.448372,-71.233754
41.882953,-87.975404
34.001758,-118.394799
47.649774,-122.398314
47.649774,-122.398314
32.215483,-110.970828
21.308944,-157.86115
